selleck_plate,well,Library,Library Well Type,Reagent Vendor,Vendor Reagent ID,Compound SMILES,Molecular Weight,Compound Names,PubChem CIDs,Clinical Phase [100012],Mechanism of Action [100012],Protein Target [100012],Match Type [100012],Screen Positives Count [200001],Screened Count [200001]
3655,B15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2055,C(Cl)(C(O)=CC(=O)N1)=C1,145.54376,Gimeracil,54679224,Launched,dihydropyrimidine dehydrogenase inhibitor,DPYD,InChI key,,32
3655,B16,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2244,c1ccc([C@H](C(C)C)C(=O)Nc2ccc(C(=O)NO)cc2)cc1,312.363,AR-42,6918801,Phase 1,HDAC inhibitor,HDAC1,InChI key,,32
3655,B17,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2066,n1c(Cl)c(NC(NCC2)=N2)c(OC)nc1C,241.67748,Moxonidine,4810,Launched,imidazoline receptor agonist,ADRA2A|ADRA2B|ADRA2C,InChI key,,32
3655,B18,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2261,[C@@H]1(O)CC[C@]2(C)[C@]([H])(CCC(=C)[C@@H]2CC=C3C(O)COC3=O)[C@]1(C)CO,350.4492,Andrographolide,129010368,Phase 2,tumor necrosis factor production inhibitor,NFKB1,chemical name,,32
3655,B19,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2097,[C@H](C(OC)(c1ccccc1)c2ccccc2)(C(=O)O)Oc3nc(C)cc(C)n3,378.42108,Ambrisentan,197712,Launched,endothelin receptor antagonist,EDNRA|EDNRB,InChI key,,32
3655,B20,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2269,[C@@H]1(O)[C@H](C(O)=O)O[C@H](Oc2cc3c(C(=O)C=C(c4ccccc4)O3)c(O)c2O)[C@H](O)[C@H]1O,446.36101,Baicalin,3807559,Launched,beta glucuronidase inhibitor,PREP,InChI key,,32
3655,B21,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2120,c1(O)c(CN(C)C)c2c(n(C)c(CSc3ccccc3)c2C(=O)OCC)cc1Br.Cl,513.87543,Arbidol HCl,129010369,Launched,cytochrome P450 inhibitor,CYP3A4,InChI key,,32
3655,B22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2287,C([C@H](C[C@@H]1C2)CNC1)(=CC=CC3=O)N23,190.24166,Cytisine,22407,Launched,acetylcholine receptor agonist,CHRNA2|CHRNA3|CHRNA4|CHRNA6|CHRNA7|CHRNB2|CHRNB4,InChI key,,32
3655,B23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,B24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,C01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,C02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,C03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1547,c1(C#N)cc(c2nc(C)c(C(=O)O)s2)ccc1OCC(C)C,316.37484,Febuxostat,134018,Launched,xanthine oxidase inhibitor,XDH,InChI key,,32
3655,C04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1713,c1ccc(NC(=O)C2=C(O)c3c(cccc3)S(=O)(=O)N2C)nc1,331.34641,Piroxicam,54676228,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,chemical name,,32
3655,C05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1561,c1(Cl)c(Oc2c(F)cc(NC(C3=C(OCC)C=CN(c4ccc(F)cc4)C3=O)=O)cc2)ccnc1N,512.89256,BMS-777607,24794418,Phase 1/Phase 2,AXL kinase inhibitor|c-Met inhibitor|FLT3 inhibitor|hepatocyte growth factor receptor inhibitor|macrophage migration inhibiting factor inhibitor|tyrosine kinase inhibitor,AXL|MERTK|MET|MST1R|TYRO3,InChI key,1,32
3655,C06,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1729,c1c(C)c(OCCCC(C)(C)C(O)=O)cc(C)c1,250.33338,Gemfibrozil,3463,Launched,lipoprotein lipase activator,LPL|PPARA|SLCO1B1|SLCO1B3|SLCO2B1,InChI key,1,32
3655,C07,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1574,c1cc(OCCN2CCOCC2)c3c(cccc3)c1NC(=O)Nc4n(c5ccc(C)cc5)nc(C(C)(C)C)c4,527.65718,BIRB 796 (Doramapimod),156422,Phase 2,p38 MAPK inhibitor,MAPK11|MAPK12|MAPK13|MAPK14,InChI key,3,32
3655,C08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1738,c1cccc(c2ccc(Cn3c4c(c(C)cc(c5nc6c(cccc6)n5C)c4)nc3CCC)cc2)c1C(=O)O,514.61689,Telmisartan,65999,Launched,angiotensin receptor antagonist,AGTR1|PPARG,InChI key,,32
3655,C09,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1601,c(c1c(cc(OC)cc1)[nH]2)(CCN3[C@]4([H])C[C@@]5([H])[C@]([H])(C[C@@H](OC(c6cc(OC)c(OC)c(OC)c6)=O)[C@H](OC)[C@H]5C(=O)OC)C3)c24,608.6787,Reserpine,129010370,Launched,vesicular monoamine transporter inhibitor,SLC18A1|SLC18A2,InChI key,3,32
3655,C10,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1764,c1(C=NN2CCN(C)CC2)c(O)c(c(C(=O)[C@]3(C)O4)c45)c(c(O)c5C)c(O)c1NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@@H](OC)C=CO3,822.94022,Rifampin,73759790,Launched,RNA polymerase inhibitor,NR1I2|SLCO1A2|SLCO1B1|SLCO1B3,chemical name,3,32
3655,C11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1620,[C@@]([H])(OCC1)(OC[C@@]2(OC(=O)N[C@@]([C@@](O)([H])CN(S(=O)(=O)c3ccc(N)cc3)CC(C)C)([H])Cc4ccccc4)[H])[C@@]12[H].CCO,593.73202,Darunavir Ethanolate,129010371,Launched,HIV protease inhibitor,CYP3A4,InChI key,,32
3655,C12,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1787,c1c2c(OCO2)cc3c1[C@@H](O[C@@H]4O[C@H]5[C@@H](O[C@H](c6sccc6)OC5)[C@H](O)[C@H]4O)[C@@H]7[C@]([H])(C(=O)OC7)[C@H]3c8cc(OC)c(O)c(OC)c8,656.65368,Teniposide,129010373,Launched,topoisomerase inhibitor,TOP2A|TOP2B,InChI key,1,32
3655,C13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1631,C(NC(=O)c1c2[nH]nc1)=N2.[Na+],159.10122,Allopurinol Sodium,16051976,Launched,xanthine oxidase inhibitor,XDH,InChI key,,32
3655,C14,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1807,OCCOCn1cnc2c1N=C(N)NC2=O,225.20464,Aciclovir,2022,Launched,DNA polymerase inhibitor,PNP,InChI key,,32
3655,C15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1645,c1cc(C(=O)c2cc(C(C)C(=O)O)ccc2)ccc1,254.28056,Ketoprofen,3825,Launched,cyclooxygenase inhibitor,CXCR1|PTGS1|PTGS2|SLC5A8,InChI key,,32
3655,C16,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1835,[C@@H]1(O)[C@@H](C)N(C)C[C@H](C)C[C@](O)(C)[C@H](O[C@H]2[C@@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@](OC)(C)C3)[C@H](C)C(=O)O[C@H](CC)[C@@]1(C)O,748.98448,Azithromycin,129010374,Launched,bacterial 50S ribosomal subunit inhibitor,MLNR,InChI key,5,32
3655,C17,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1662,c1cc2c(non2)c(C3C(C(=O)OC(C)C)=C(C)NC(C)=C3C(OC)=O)c1,371.38713,Isradipine,3784,Launched,calcium channel blocker,CACNA1C|CACNA1D|CACNA1F|CACNA1H|CACNA1S|CACNA2D1|CACNA2D2|CACNB2,InChI key,1,32
3655,C18,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1855,c1(F)cc2c(N(CC)C=C(C(O)=O)C2=O)cc1N3CCN(C)CC3.S(O)(=O)(=O)C,429.46306,Pefloxacin Mesylate,119525,Launched,bacterial DNA gyrase inhibitor,TOP2A,InChI key,4,32
3655,C19,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1676,c1cc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)ccc1C(C)(C)CC.Cl,353.96964,Amorolfine HCl,75633838,Launched,membrane integrity inhibitor,,InChI key,3,32
3655,C20,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1884,[C@@H]1(C)CN(c2c(F)c(N)c3c(N(C4CC4)C=C(C(=O)O)C3=O)c2F)C[C@H](C)N1,392.39978,Sparfloxacin,5257,Withdrawn,bacterial DNA gyrase inhibitor,TOP2A,InChI key,4,32
3655,C21,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1701,C1=C[C@@]2(C)C(CC[C@]3([H])[C@@]2([H])[C@H](O)C[C@@]4(C)[C@@]3([H])C[C@]5([H])[C@]4(C(=O)CO)OC(C)(C)O5)=CC1=O,416.50727,Desonide,129010375,Launched,glucocorticoid receptor agonist,NR3C1|PLA2G1B,InChI key,,32
3655,C22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1904,c1cc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)ccc1OC,310.38687,Avobenzone,51040,Launched,UV blocker,TYR,InChI key,,32
3655,C23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,C24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,D01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,D02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,D03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1917,c1c(N(C)C)ccc(C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(N(C)C)cc3)c1.[Cl-],407.97879,Crystal Violet,11057,Launched,other antibiotic,,InChI key,7,32
3655,D04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2149,c1(c2ccc(S(C)(=O)=O)cc2)ncc(OCC3CCN(c4onc(C(C)C)n4)CC3)cc1,456.55782,GSK1292263,24996872,Phase 2,glucose dependent insulinotropic receptor agonist,GRPR,InChI key,2,32
3655,D05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1956,c1cc(C(Cn2cncc2)OCc3c(Cl)cc(Cl)cc3)c(Cl)cc1Cl.O[N+]([O-])=O,479.1414,Miconazole Nitrate,68553,Launched,bacterial cell wall synthesis inhibitor,KCNH2|KCNH6|KCNH7|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|NOS2|NOS3|TRPM2|TRPV5,InChI key,1,32
3655,D06,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2162,c1(Nc2cc(C)[nH]n2)c(Cl)cnc(N[C@@H](C)c3ncc(F)cn3)n1,348.76596,AZD1480,46861588,Phase 1,JAK inhibitor,JAK1|JAK2|JAK3,InChI key,,32
3655,D07,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1978,[Br-].[C@@]1([H])(C[C@H](OC(=O)[C@H](CO)c2ccccc2)C3)[N+](C)(C)[C@]3([H])[C@@]4([H])[C@]1([H])O4,398.29146,Methscopolamine,124081959,Launched,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3,InChI key,,32
3655,D08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2185,C(Nc1ccc(c2c1)ncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)(=O)C=C.c5c(S(=O)(=O)O)ccc(C)c5,621.07834,AST-1306,25027665,Phase 1,EGFR inhibitor,EGFR|ERBB2,InChI key,,32
3655,D09,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2006,n1c(N)c(c2ccc(Cl)cc2)c(CC)nc1N,248.71141,Pyrimethamine,4993,Launched,dihydrofolate reductase inhibitor,DHFR|SLC47A1,InChI key,1,32
3655,D10,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2202,c(cnn1C)(c(Nc2c(C)ccc(C(=O)Nc3cc(C(F)(F)F)ccc3)c2)nc(c4cnccc4)n5)c15,503.4785,NVP-BHG712,16747388,Preclinical,ephrin inhibitor,EPHB4,InChI key,3,32
3655,D11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2028,c1cc(C(C#N)c2c(Cl)cc(N3C(=O)NC(=O)C=N3)cc2Cl)ccc1Cl,407.63796,Diclazuril,456389,Launched,antiprotozoal agent,,InChI key,1,32
3655,D12,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2219,c1cc(Nc2nc(c3ccc(C(=O)NCC#N)cc3)ccn2)ccc1N4CCOCC4,414.45977,CYT387,25062766,Phase 3,,JAK1|JAK2|JAK3,InChI key,2,32
3655,D13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2040,c1c(NS(C)(=O)=O)c(Oc2ccccc2)cc([N+]([O-])=O)c1,308.30978,Nimesulide,4495,Launched,cyclooxygenase inhibitor,LTF|PLA2G2E|PTGS1|PTGS2,InChI key,,32
3655,D14,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2230,c1(C)nc(c2c(c3c4c(ccc(C(N)=O)c4)ncc3)c5n(CCC5)n2)ccc1,369.41915,LY2157299,10090485,Phase 2/Phase 3,TGF beta receptor inhibitor,TGFBR1,InChI key,,32
3655,D15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2058,c1(cccc(C)c1)N(C)C(=S)Oc2cc3c(cccc3)cc2,307.40938,Tolnaftate,5510,Launched,fungal squalene epoxidase inhibitor,,InChI key,,32
3655,D16,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2247,c1c(C(F)(F)F)c(c2cc(N3CCOCC3)nc(N4CCOCC4)n2)cnc1N,410.39354,"BKM120 (NVP-BKM120, Buparlisib)",16654980,Phase 3,PI3K inhibitor,PIK3CA|PIK3CG,InChI key,,32
3655,D17,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2067,c1cc(C=CC(=O)O)ccc1Cn2ccnc2.Cl,264.70752,Ozagrel HCl,71296886,,,,,1,32
3655,D18,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2262,c1c(O)cc2c(C(=O)C=C(c3ccc(O)cc3)O2)c1O,270.2369,Apigenin,5280443,Preclinical,casein kinase inhibitor|cell proliferation inhibitor,AKR1B1|AR|CDK6|CFTR|CYP19A1|CYP1B1|HSD17B1,InChI key,2,32
3655,D19,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2098,c(C(C)(C)CCC1(C)C)(cc(C)c(C(=C)c2ccc(C(O)=O)cc2)c3)c13,348.47791,Bexarotene,82146,Launched,retinoid receptor agonist,RXRA|RXRB|RXRG,InChI key,,32
3655,D20,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2270,[C@H]1(CO)O[C@]2([H])[C@]([H])(OC(=O)c3c2c(O)c(OC)c(O)c3)[C@@H](O)[C@@H]1O,328.27144,Bergenin,16219037,Preclinical,interleukin inhibitor,IL1B|TNF,InChI key,,32
3655,D21,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2121,c1(c(CC(O)=O)n2c(CC(C)(C)C2)c1c3ccccc3)c4ccc(Cl)cc4,379.87928,Licofelone,133021,Phase 3,cyclooxygenase inhibitor|lipoxygenase inhibitor,ALOX5|PLA2G2E|PTGS2,InChI key,2,32
3655,D22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2290,C1[C@H](C)[C@@]2([H])[C@](OO3)([C@]4([H])O[C@@]3(C)CC2)[C@]([H])([C@@H](C)[C@H](O)O4)C1,284.34806,Dihydroartemisinin (DHA),129010376,Launched,antimalarial agent,,InChI key,,32
3655,D23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,D24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,E01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,E02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,E03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1548,c1([C@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)cc(Cc3ccc(OCC)cc3)c(Cl)cc1,408.8726,Dapagliflozin,23560495,Launched,sodium/glucose cotransporter inhibitor,SLC5A1|SLC5A2,InChI key,,32
3655,E04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1714,N(C(=O)N([C@H]1C(F)(F)[C@H](O)[C@@H](CO)O1)C=C2)=C2N,263.19814,Gemcitabine,3461,Launched,ribonucleotide reductase inhibitor,CMPK1|RRM1|RRM2|TYMS,InChI key,,32
3655,E05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1565,c(OC(F)(F)O1)(ccc(C2(CC2)C(=O)Nc3ccc(C)c(c4cc(C(=O)O)ccc4)n3)c5)c15,452.40692,VX-809 (Lumacaftor),16678941,Launched,CFTR channel agonist,CFTR,InChI key,,32
3655,E06,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1730,c1cc(Cl)c(S(=O)(=O)N)cc1C(=O)NN2C(C)Cc3c2cccc3,365.83453,Indapamide,3702,Launched,thiazide diuretic,KCNE1|KCNQ1|SLC12A3,InChI key,,32
3655,E07,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1575,O=C1[C@H](NC(=O)C(C)(C)C(=O)NCC(F)(F)C(F)(F)F)c2c(cccc2)c3c(cccc3)N1,469.40451,RO4929097,11351859,,,,,,32
3655,E08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1739,n1c(c2nc3c(cccc3)[nH]2)csc1,201.24768,Thiabendazole,5430,Launched,angiogenesis inhibitor,,InChI key,1,32
3655,E09,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1603,c1(C(=O)O)c(NCc2occc2)cc(Cl)c(S(=O)(=O)N)c1,330.74413,Furosemide,3440,Launched,diuretic,CA2|GPR35|SLC12A1|SLC12A2,InChI key,,32
3655,E10,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1767,C1C(C)=C(C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC(C(C)(C)CCC2)=C2C)C(C)(C)CC1,536.87263,Beta Carotene,573,,,,,,32
3655,E11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1622,C1=C[C@@]2(C)C(CC[C@]3([H])[C@@]2([H])C(=O)C[C@@]4(C)[C@@]3([H])CC[C@@]4(O)C(=O)CO)=CC1=O,358.42814,Prednisone,129009910,Launched,glucocorticoid receptor agonist,HSD11B1|NR3C1,InChI key,1,32
3655,E12,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1790,[C@@H]1(O)[C@@H](C)[C@@H](O)[C@H](C)C=CC=C(C)C(=O)Nc2c(O)c(c(c(C(=O)[C@]3(C)OC=C[C@H](OC)[C@@H](C)[C@@H](OC(=O)C)[C@@H]1C)c4O3)c5c2n6c(cc(C)cc6)n5)c(O)c4C,785.87854,Rifaximin,129010377,Launched,RNA synthesis inhibitor,NR1I2,chemical name,4,32
3655,E13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1633,c(n(C)cc1Cc2c(OC)cc(C(NS(=O)(=O)c3c(C)cccc3)=O)cc2)(ccc(NC(=O)OC4CCCC4)c5)c15,575.67522,Zafirlukast,5717,Launched,leukotriene receptor antagonist,CYSLTR1|CYSLTR2,InChI key,,32
3655,E14,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1811,c1(Cl)nc(C(=O)NC(=N)N)c(N)nc1N.Cl,266.08796,Amiloride HCl,23617642,Launched,sodium channel blocker,AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,InChI key,,32
3655,E15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1646,c1ccc(C(=O)c2n3c(C(C(O)=O)CC3)cc2)cc1.OCC(N)(CO)CO,376.40365,Ketorolac,84003,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,InChI key,,32
3655,E16,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1836,c1(S(=O)CCC)cc2c(nc(NC(OC)=O)[nH]2)cc1,281.3308,Albendazole Oxide,83969,Launched,anthelmintic agent,,InChI key,1,32
3655,E17,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1665,c1cc2c(CC[C@]3([H])[C@@]2([H])CC[C@@]4(C)[C@@]3([H])CCC4=O)cc1O,270.36608,Estrone,11869537,Launched,estrogen receptor agonist|estrogenic hormone,ESR1|ESR2,InChI key,,32
3655,E18,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1859,c1(O)ccc(C(CC)=C(CC)c2ccc(O)cc2)cc1,268.3502,Diethylstilbestrol,3054,,,,,,32
3655,E19,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1677,c1cc([C@@H](O)[C@@H](CO)NC(C(Cl)Cl)=O)ccc1[N+]([O-])=O,323.12938,Chloramphenicol,298,Launched,bacterial 50S ribosomal subunit inhibitor,CD55,InChI key,1,32
3655,E20,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1889,c1c(O)c2c(C(=O)c3c(c(NCCNCCO)ccc3NCCNCCO)C2=O)c(O)c1,444.48091,Mitoxantrone,4212,Launched,topoisomerase inhibitor,TOP2A,InChI key,6,32
3655,E21,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1702,[C@H]1(CO)O[C@@H](n2cnc3c2N=CNC3=O)CC1,236.22727,Didanosine,3043,Launched,nucleoside reverse transcriptase inhibitor,PNP,InChI key,,32
3655,E22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1907,n1(c(C)ncc1[N+]([O-])=O)CCO,171.15396,Metronidazole,4173,Launched,DNA inhibitor,CYP2C9|CYP3A4,InChI key,,32
3655,E23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,E24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,F01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,F02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3655,F03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1928,c1c(CC=C)cc(C(NCCO)=O)c(O)c1OC,251.27838,Alibendol,71916,Launched,antispasmodic,,InChI key,,32
3655,F04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2151,c1(NC(=O)c2cccc(c3ccc(OC(F)(F)F)cc3)c2C)cnc(N4C[C@@H](C)O[C@@H](C)C4)cc1,485.49814,"LDE225 (NVP-LDE225,Erismodegib)",53396339,Launched,smoothened receptor antagonist,SMO,InChI key,,32
3655,F05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1957,c1cc(S(=O)(=O)Nc2nnc(C)s2)ccc1N,270.3313,Sulfamethizole,5328,Launched,bacterial antifolate,,InChI key,1,32
3655,F06,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2170,c1c(CN(CC)CC)cc2c(cc(COC(=O)Nc3ccc(C(=O)NO)cc3)cc2)c1.O.Cl,475.96509,Givinostat (ITF2357),129010378,Phase 2,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9,InChI key,3,32
3655,F07,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1979,c1(OCCN(CC)CC)c(I)cc(C(c2c3c(cccc3)oc2CCCC)=O)cc1I.Cl,681.77254,Amiodarone HCl,24189191,Launched,potassium channel blocker,ADRB1|CACNA1H|CACNA2D2|KCNA7|KCNH2,InChI key,4,32
3655,F08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2186,c1(C)nc(c2c(c3ccc4c(OCO4)c3)nc(C(C)(C)C)[nH]2)ccc1,335.39963,SB505124,9858940,Preclinical,ALK tyrosine kinase receptor inhibitor,TGFBR1,InChI key,1,32
3655,F09,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2007,c1c(C=C2C(C)=C(CC(O)=O)c3c2ccc(F)c3)ccc(S(=O)C)c1,356.41058,Sulindac,5352,,,,,,32
3655,F10,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2205,c1c(Nc2c3c(cc(OCCOC)c(OCCO)c3)ncn2)cccc1C#C.Cl,415.87007,OSI-420,129010379,Preclinical,EGFR inhibitor,EGFR,InChI key,1,32
3655,F11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2029,C1=CC(=O)NC(=O)N1[C@H]2[C@@H](O)[C@H](O)[C@@H](CO)O2,244.20138,Uridine,1177,Phase 2,dopamine receptor agonist,LSM6|TYMP,InChI key,,32
3655,F12,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2220,n1c(c2ccc(OCCN(C)C)cc2)[nH]c(c3cc4c(C(=NO)CC4)cc3)c1c5ccncc5,453.53557,SB590885,53239990,Preclinical,RAF inhibitor,BRAF,canonical SMILES,,32
3655,F13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2042,[C@@H]1(C2)[C@@H]2[C@@]3(C)C(C(Cl)=C[C@]4([H])[C@@]3([H])CC[C@@]5(C)[C@@]4([H])CC[C@@]5(OC(=O)C)C(C)=O)=CC1=O,416.93765,Cyproterone Acetate,129010380,Launched,androgen receptor antagonist,ADORA1|AR,InChI key,,32
3655,F14,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2231,n1nc(OCc2ccnc(C(NC)=O)c2)c3c(cco3)c1Nc4ccc(Cl)cc4,409.82574,Telatinib,9808844,Phase 2,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,KDR,InChI key,1,32
3655,F15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2059,c(cc(OC)c(OC)c1)(nc(N2CCN(C(=O)C3OCCC3)CC2)nc4N)c14.Cl.O.O,459.92439,Terazosin HCl,45356864,Launched,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|KCNH2|KCNH6|KCNH7,InChI key,,32
3655,F16,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2248,c1cc2c(c3c(cc(C(O)=O)cc3)nc2Nc4cccc(Cl)c4)cn1,349.77048,CX-4945 (Silmitasertib),24748573,Phase 1/Phase 2,casein kinase inhibitor,CSNK2A1|CSNK2A2|DAPK3|HIPK3,InChI key,3,32
